title,genres,prediction
Richard Pryor Here and Now (1983),Comedy|Documentary,4.794863133225329
Planet of the Apes (1968),Action|Drama|Sci-Fi,4.792984623017862
Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,4.792111845769573
Shogun Assassin (1980),Action|Adventure,4.791209758421349
Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,4.790791225437433
Crank (2006),Action|Thriller,4.789631071980178
Gangs of New York (2002),Crime|Drama,4.789519850354619
"Game, The (1997)",Drama|Mystery|Thriller,4.788519907149747
Goldfinger (1964),Action|Adventure|Thriller,4.786284409551596
"History of Violence, A (2005)",Action|Crime|Drama|Thriller,4.785148621365266
Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,4.78454808207851
Carlito's Way (1993),Crime|Drama,4.7834305318563715
"Evil Dead, The (1981)",Fantasy|Horror|Thriller,4.782812285165988
2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,4.781605432326522
Savior (1998),Drama|War,4.781244951530391
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,4.780952958645741
Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,4.780497085370161
Patton (1970),Drama|War,4.780369428297885
Generation Kill (2008),Drama|War,4.776404876786854
Felon (2008),Crime|Drama,4.774874055884759
Day of the Dead (1985),Horror|Sci-Fi|Thriller,4.7748170291940415
American Gangster (2007),Crime|Drama|Thriller,4.7741625501140215
"Longest Day, The (1962)",Action|Drama|War,4.774064885103536
Trailer Park Boys: Countdown to Liquor Day (2009),Comedy|Crime,4.769799804858333
"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,4.767713426380155
"Evening with Kevin Smith, An (2002)",Comedy|Documentary,4.766048129047149
Bad Boys (1983),Crime|Drama|Thriller,4.7657498668858675
"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.762863288956847
Payback (1999),Action|Thriller,4.762214022878323
FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,4.760859855064028
"Equalizer, The (2014)",Action|Crime|Thriller,4.7600424019922265
Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,4.75979959602747
"Edge, The (1997)",Adventure|Drama,4.759288123848086
Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,4.758779510395522
Gran Torino (2008),Crime|Drama,4.758522871779784
Halloween (1978),Horror,4.75816132670265
They Live (1988),Action|Sci-Fi|Thriller,4.756775239651372
"Warriors, The (1979)",Action|Adventure|Crime|Thriller,4.755341689155927
"Dirty Dozen, The (1967)",Action|Drama|War,4.753756048449297
"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,4.75263574837748
Going Postal (2010),Comedy|Fantasy,4.751772024772098
South Park: Imaginationland (2008),Animation|Comedy|Fantasy,4.750828012661475
"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,4.750265833487978
Ricky Gervais Live 2: Politics (2004),Comedy,4.748297345856837
Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,4.747562949747378
Back to the Future (1985),Adventure|Comedy|Sci-Fi,4.747151876709442
Battlestar Galactica (2003),Drama|Sci-Fi|War,4.746225469669247
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,4.746170500288696
City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.7460402755774425
"Bridge Too Far, A (1977)",Action|Drama|War,4.74591142358059
"36th Chamber of Shaolin, The (Shao Lin san shi liu fang) (Master Killer) (1978)",Action|Adventure,4.745684700475733
Open Range (2003),Western,4.745496485783672
Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller,4.7438963229071796
Battle of Britain (1969),War,4.742702232089491
"Hunt for Red October, The (1990)",Action|Adventure|Thriller,4.7426889355437565
Predators (2010),Action|Sci-Fi|Thriller,4.740422627878656
"Great Escape, The (1963)",Action|Adventure|Drama|War,4.739352146335891
Tucker & Dale vs Evil (2010),Comedy|Horror,4.737730154916695
Heart of a Dog (Sobachye serdtse) (1988),Comedy|Drama|Sci-Fi,4.737505154617677
Threads (1984),Drama|Sci-Fi|War,4.735965406212716
Family Guy Presents: It's a Trap (2010),Animation|Comedy|Sci-Fi,4.732583740987312
Kelly's Heroes (1970),Action|Comedy|War,4.732300108177343
Predator 2 (1990),Action|Sci-Fi|Thriller,4.730287658551329
Last Man Standing (1996),Action|Crime|Drama|Thriller,4.728096671515106
Duel (1971),Action|Mystery|Thriller,4.727407609099135
Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,4.726487178915877
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,4.7258458231514275
"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller,4.725409269135868
Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,4.723657107405425
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Documentary,4.721761283308309
Cross of Iron (1977),War,4.716776814163968
Batman (1989),Action|Crime|Thriller,4.7165436951815956
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary,4.715410285786191
"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,4.715332878816664
"Untouchables, The (1987)",Action|Crime|Drama,4.714929661258815
Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller,4.714135453128543
Ricky Gervais Live: Animals (2003),Comedy,4.713491999037478
Inside Job (2010),Documentary,4.713445124596879
From Russia with Love (1963),Action|Adventure|Thriller,4.713372899638157
"Beast of War, The (Beast, The) (1988)",Drama|War,4.7126814607933
Lethal Weapon (1987),Action|Comedy|Crime|Drama,4.707776967946779
Cowboy Bebop (1998),Action|Adventure|Animation|Crime|Sci-Fi,4.7056823454857675
Home (2009),Documentary,4.703879576623482
Ricky Gervais Live 4: Science (2010),Comedy,4.702629008207272
"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,4.701365112884375
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,4.700612361921588
"Downfall (Untergang, Der) (2004)",Drama|War,4.7004624488982625
Kahaani (2012),Crime|Drama|Thriller,4.69780770043515
"Hunt, The (Jagten) (2012)",Drama,4.697564819471033
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,4.696326920587717
Futurama: The Beast with a Billion Backs (2008),Action|Animation|Comedy|Romance|Sci-Fi,4.696056068382915
Death Wish (1974),Action|Crime|Drama,4.694640036301723
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,4.692485089872681
Dog Soldiers (2002),Action|Horror,4.6922072319752335
Hellsing Ultimate OVA Series (2006),Action|Animation|Horror,4.689061606619351
Cocaine Cowboys (2006),Documentary,4.68826174014381
Batman: Year One (2011),Action|Animation|Crime,4.688038007168708
Get the Gringo (2012),Action|Crime|Drama|Thriller,4.6877876142602775
"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,4.687603483912888
Kummeli Goldrush (Kummeli kultakuume) (1997),Comedy,4.686830451621343
L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.686376988603247
Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,4.6862696239788715
Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,4.685993626288301
We Were Soldiers (2002),Action|Drama|War,4.6855690520367705
"Wrestler, The (2008)",Drama,4.685434893388013
Black Book (Zwartboek) (2006),Drama|Thriller|War,4.685152248043561
Red Cliff (Chi bi) (2008),Action|Adventure|Drama|War,4.684676572889773
"Hitcher, The (1986)",Action|Thriller,4.6831495415751885
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,4.682355836335324
Unknown (2011),Drama|Mystery|Thriller,4.682139819433498
"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,4.68171026816535
Pale Rider (1985),Western,4.681166419231753
Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,4.681004282612209
Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,4.680804928387592
Batman: Assault on Arkham (2014),Action|Animation|Crime|Thriller,4.679280358166553
Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,4.679158319732591
Raging Bull (1980),Drama,4.678493791634568
"Conjuring, The (2013)",Horror|Thriller,4.677819538164069
"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,4.677664459286228
Jackass Number Two (2006),Comedy|Documentary,4.677487192299611
Death Sentence (2007),Drama|Thriller,4.6762480335175365
Halloween (2007),Horror,4.676156827100664
Trinity and Beyond (1995),Documentary,4.6749560951629245
Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller,4.674917917818695
Bill Hicks: Revelations (1993),Comedy,4.6745027612152
Deep Water (2006),Documentary,4.674344704503904
When You're Strange (2009),Documentary,4.674330316991822
Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,4.6716079630865055
Something the Lord Made (2004),Drama,4.671144557576386
Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,4.6706986273765825
Doctor Who: The Time of the Doctor (2013),(no genres listed),4.670453016317835
Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,4.669374736609139
Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,4.66887504984124
Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,4.666043837279124
"Man Who Would Be King, The (1975)",Adventure|Drama,4.666007305324104
"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,4.665476927075923
Jackass 3D (2010),Action|Comedy|Documentary,4.664283262829779
Destiny in Space (1994),Documentary|IMAX,4.664157577836358
Hang 'Em High (1968),Crime|Drama|Western,4.663971474422757
Eastern Promises (2007),Crime|Drama|Thriller,4.662874408257011
Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,4.662825738520624
The Raid 2: Berandal (2014),Action|Crime|Thriller,4.6607796126537195
"Way of the Gun, The (2000)",Crime|Thriller,4.6593668774437695
"Transporter, The (2002)",Action|Crime,4.659194484297334
Rocky III (1982),Action|Drama,4.659191941927023
Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,4.658996207381671
End of Watch (2012),Crime|Drama|Thriller,4.6587193037631724
Equilibrium (2002),Action|Sci-Fi|Thriller,4.655152626944576
Connections (1978),Documentary,4.654840703006333
Armadillo (2010),Documentary|Drama,4.654771626614622
"Best Offer, The (Migliore offerta, La) (2013)",Thriller,4.654744163560924
"Class, The (Klass) (2007)",Drama,4.654068660691053
Cube (1997),Horror|Mystery|Sci-Fi|Thriller,4.654038804991796
"Place Beyond the Pines, The (2012)",Crime|Drama,4.653619508320902
3:10 to Yuma (2007),Action|Crime|Drama|Western,4.653601917955976
Menace II Society (1993),Action|Crime|Drama,4.652713746163297
Ninja Assassin (2009),Action|Crime|Drama|Thriller,4.651118603191808
Night of the Living Dead (1990),Horror,4.648229982503144
Lord of War (2005),Action|Crime|Drama|Thriller|War,4.64807318819695
Pusher (1996),Crime|Thriller,4.647158701601642
Evil (Ondskan) (2003),Drama,4.646271741937539
Unknown (2006),Drama|Mystery|Thriller,4.646121424775737
Lonesome Dove (1989),Adventure|Drama|Western,4.6460725679158115
Fist of Legend (Jing wu ying xiong) (1994),Action|Drama,4.64349850224713
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,4.64302345989211
Act of Valor (2012),Action|Thriller|War,4.642309899532846
Rocky IV (1985),Action|Drama,4.642012244452188
Seraphim Falls (2006),Action|Adventure|Drama|War|Western,4.641403153638096
"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,4.640736313715185
Dallas Buyers Club (2013),Drama,4.640456161442652
Restrepo (2010),Documentary|War,4.6398371937420535
Re-Animator (1985),Comedy|Horror|Sci-Fi,4.639515656336624
Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,4.639241502322371
[REC] (2007),Drama|Horror|Thriller,4.638812663376839
Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,4.63875395626752
Boiler Room (2000),Crime|Drama|Thriller,4.638740404726665
30 Days of Night (2007),Horror|Thriller,4.638666893609722
Hostel (2005),Horror,4.638510029216089
American History X (1998),Crime|Drama,4.637363748873246
Thursday (1998),Action|Crime|Thriller,4.6366740157857365
Rocky II (1979),Action|Drama,4.636431556151478
Too Big to Fail (2011),Drama,4.636311069144497
Thunderball (1965),Action|Adventure|Thriller,4.636172018732136
King of New York (1990),Crime|Thriller,4.635818375932774
All Watched Over by Machines of Loving Grace (2011),Documentary,4.635327156548071
Shaun of the Dead (2004),Comedy|Horror,4.635111852819875
Akira (1988),Action|Adventure|Animation|Sci-Fi,4.6332528093034036
Raid (2003),Action|Crime|Drama|Thriller,4.6317849425495865
Vampires (1998),Horror|Western,4.6316927834959625
BURN-E (2008),Adventure|Animation|Children|Sci-Fi,4.631549790019124
Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,4.631202581488607
Exiled (Fong juk) (2006),Action|Crime|Thriller,4.630899140363141
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,4.630836168922011
Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,4.63079182743898
Tora! Tora! Tora! (1970),Action|Drama|War,4.630470971824748
Mad Max (1979),Action|Adventure|Sci-Fi,4.630332674309575
Stander (2003),Action|Crime|Drama,4.630073690866007
Centurion (2010),Action|Adventure|Drama|Thriller|War,4.629523972600193
High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,4.629164243641647
Dr. No (1962),Action|Adventure|Thriller,4.628322433317502
Hesher (2010),Drama,4.628168603606203
Get Carter (1971),Action|Crime|Drama|Thriller,4.628127067278179
"Descent, The (2005)",Adventure|Drama|Horror|Thriller,4.628045893998888
Spartacus (1960),Action|Drama|Romance|War,4.627081656247575
Law Abiding Citizen (2009),Drama|Thriller,4.625269477135987
For Your Eyes Only (1981),Action|Adventure|Thriller,4.6251110071223716
"Day of the Jackal, The (1973)",Crime|Thriller,4.6242822234406
Kill the Irishman (2011),Action|Crime,4.622721505511372
Kingpin (1996),Comedy,4.622436455239424
Stargate (1994),Action|Adventure|Sci-Fi,4.62200812534043
"Rock, The (1996)",Action|Adventure|Thriller,4.621802181471423
"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,4.62175949496674
Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,4.620385687781292
Alaska: Spirit of the Wild (1997),Documentary|IMAX,4.619519217349918
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4.619288036125809
"Thin Red Line, The (1998)",Action|Drama|War,4.618988881745607
Jeremiah Johnson (1972),Western,4.618355080355266
Wyatt Earp (1994),Western,4.617819539988708
Pirates of Silicon Valley (1999),Documentary|Drama,4.6169220519601595
Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956),Action|Adventure|Drama,4.6152142276677175
You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,4.614432149877686
Kenny (2006),Comedy,4.614006658020104
"Eagle Has Landed, The (1976)",Drama|War,4.611806601818273
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.611555073602614
Bad Santa (2003),Comedy|Crime,4.611330496280539
"Party, The (1968)",Comedy,4.6111260507819365
Return with Honor (1998),Documentary,4.610330282866282
National Lampoon's Vacation (1983),Comedy,4.608968065894846
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,4.608824681565357
"300 Spartans, The (1962)",Adventure|Drama|War,4.608594799711351
Bloodsport (1988),Action,4.608332529913971
Jesus (1979),Drama,4.607278845109374
The Count of Monte Cristo (2002),Action|Adventure|Drama|Romance|Thriller,4.607088051348832
Loft (2008),Crime|Drama|Mystery,4.60671182057167
Land of the Dead (2005),Action|Horror|Thriller,4.606571866028048
Wild Tales (2014),Comedy|Drama|Thriller,4.605834271354551
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,4.6048130002152625
Zulu (1964),Action|Drama|War,4.604553586793608
61* (2001),Drama,4.603892493537122
Trigun: Badlands Rumble (2010),Action|Animation|Sci-Fi|Western,4.603368032073314
"Enforcer, The (1976)",Crime,4.600904606087186
"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,4.598458369915278
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,4.59830562812571
12 Angry Men (1957),Drama,4.598104783363208
"Getaway, The (1972)",Action|Crime|Drama|Thriller,4.59715835447118
X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,4.596722969273475
"Devil's Brigade, The (1968)",War,4.596529833497132
Coherence (2013),Drama|Mystery|Sci-Fi|Thriller,4.595973758716525
"Kingdom, The (Riget) (1994)",Drama|Horror|Mystery,4.595291111436948
"Last of the Mohicans, The (1992)",Action|Romance|War|Western,4.594248412240643
9th Company (2005),Action|Drama|War,4.59342081540534
Forrest Gump (1994),Comedy|Drama|Romance|War,4.5933973632818805
Cell 211 (Celda 211) (2009),Action|Drama,4.593241303493854
Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,4.592700216960921
Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,4.592543152485382
Body of Lies (2008),Action|Drama|Thriller,4.592292242252463
Psycho (1960),Crime|Horror,4.589160971380113
Slap Shot (1977),Comedy,4.588080871845362
Session 9 (2001),Horror|Thriller,4.588001940636142
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama,4.587661968354524
Jodorowsky's Dune (2013),Documentary|Sci-Fi,4.587629527902736
"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,4.587607601727242
Pork Chop Hill (1959),War,4.587112997075104
Lone Survivor (2013),Action|Drama|Thriller|War,4.586696743923818
"Century of the Self, The (2002)",Documentary,4.586114684936308
"Tillman Story, The (2010)",Documentary,4.586019004356002
Straight Time (1978),Crime|Drama,4.585509327377781
"Sunset Limited, The (2011)",Drama,4.584522412513465
In the Shadow of the Moon (2007),Documentary,4.584086072262219
"Mechanic, The (1972)",Action|Thriller,4.583606662454635
